Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2006-05-01,"8.770,0","8.790,0","8.800,0","8.765,0",,"-0,17%"
2006-05-02,"8.774,5","8.772,5","8.808,5","8.762,5",,"0,05%"
2006-05-03,"8.775,0","8.790,0","8.790,0","8.770,0",,"0,01%"
2006-05-04,"8.775,0","8.785,0","8.820,0","8.775,0",,"0,00%"
2006-05-05,"8.780,0","8.785,0","8.800,0","8.780,0",,"0,06%"
2006-05-08,"8.735,0","8.755,0","8.755,0","8.727,0",,"-0,51%"
2006-05-09,"8.737,5","8.753,5","8.787,5","8.737,5",,"0,03%"
2006-05-10,"8.722,0","8.753,0","8.753,0","8.722,0",,"-0,18%"
2006-05-11,"8.702,5","8.747,5","8.782,5","8.702,5",,"-0,22%"
2006-05-12,"8.765,0","8.715,0","8.775,0","8.715,0",,"0,72%"
2006-05-15,"9.117,5","8.742,5","9.182,5","8.742,5",,"4,02%"
2006-05-16,"9.195,0","9.070,0","9.435,0","9.060,0",,"0,85%"
2006-05-17,"8.997,5","9.112,5","9.113,5","8.902,5",,"-2,15%"
2006-05-18,"9.176,0","9.240,0","9.330,0","9.060,0",,"1,98%"
2006-05-19,"9.197,5","9.162,5","9.247,5","9.117,5",,"0,23%"
2006-05-22,"9.325,0","9.215,0","9.385,0","9.215,0",,"1,39%"
2006-05-23,"9.255,0","9.360,0","9.375,0","9.250,0",,"-0,75%"
2006-05-24,"9.375,0","9.290,0","9.415,0","9.290,0",,"1,30%"
2006-05-25,"9.360,0","9.360,0","9.360,0","9.360,0",,"-0,16%"
2006-05-26,"9.260,0","9.270,0","9.287,0","9.210,0",,"-1,07%"
2006-05-29,"9.217,5","9.272,5","9.282,5","9.202,5",,"-0,46%"
2006-05-30,"9.180,0","9.220,0","9.240,0","9.175,0",,"-0,41%"
2006-05-31,"9.255,0","9.220,0","9.270,0","9.180,0",,"0,82%"
2006-06-01,"9.340,0","9.290,0","9.340,0","9.249,0",,"0,92%"
2006-06-02,"9.258,0","9.305,0","9.310,0","9.258,0",,"-0,88%"
2006-06-05,"9.285,0","9.265,0","9.315,0","9.248,0",,"0,29%"
2006-06-06,"9.345,0","9.305,0","9.367,0","9.305,0",,"0,65%"
2006-06-07,"9.380,0","9.356,0","9.415,0","9.355,0",,"0,37%"
2006-06-08,"9.425,0","9.385,0","9.460,0","9.385,0",,"0,48%"
2006-06-09,"9.395,0","9.445,0","9.465,0","9.390,0",,"-0,32%"
2006-06-12,"9.416,0","9.410,0","9.431,0","9.409,0",,"0,22%"
2006-06-13,"9.495,0","9.430,0","9.520,0","9.430,0",,"0,84%"
2006-06-14,"9.475,0","9.540,0","9.575,0","9.455,0",,"-0,21%"
2006-06-15,"9.387,0","9.475,0","9.475,0","9.365,0",,"-0,93%"
2006-06-16,"9.292,5","9.352,5","9.357,5","9.292,5",,"-1,01%"
2006-06-19,"9.380,0","9.305,0","9.385,0","9.305,0",,"0,94%"
2006-06-20,"9.380,0","9.387,0","9.430,0","9.365,0",,"0,00%"
2006-06-21,"9.362,5","9.367,5","9.369,5","9.334,5",,"-0,19%"
2006-06-22,"9.357,5","9.342,5","9.357,5","9.317,5",,"-0,05%"
2006-06-23,"9.402,5","9.397,5","9.442,5","9.387,5",,"0,48%"
2006-06-26,"9.400,0","9.405,0","9.420,0","9.398,0",,"-0,03%"
2006-06-27,"9.295,0","9.385,0","9.389,0","9.295,0",,"-1,12%"
2006-06-28,"9.340,5","9.342,5","9.362,5","9.332,5",,"0,49%"
2006-06-29,"9.366,0","9.334,0","9.374,0","9.319,0",,"0,27%"
2006-06-30,"9.263,0","9.326,0","9.326,0","9.251,0",,"-1,10%"
2006-07-03,"9.150,0","9.185,0","9.195,0","9.127,0",,"-1,22%"
2006-07-04,"9.064,0","9.154,0","9.154,0","9.059,0",,"-0,94%"
2006-07-05,"9.120,0","9.075,0","9.125,0","9.055,0",,"0,62%"
2006-07-06,"9.150,0","9.125,0","9.180,0","9.093,0",,"0,33%"
2006-07-07,"9.065,0","9.085,0","9.095,0","9.050,0",,"-0,93%"
2006-07-10,"9.050,0","9.035,0","9.060,0","9.005,0",,"-0,17%"
2006-07-11,"9.045,0","9.065,0","9.065,0","9.025,0",,"-0,06%"
2006-07-12,"9.110,0","9.038,0","9.110,0","9.007,0",,"0,72%"
2006-07-13,"9.105,0","9.105,0","9.130,0","9.082,0",,"-0,05%"
2006-07-14,"9.175,0","9.140,0","9.255,0","9.138,0",,"0,77%"
2006-07-17,"9.294,0","9.179,0","9.296,0","9.179,0",,"1,30%"
2006-07-18,"9.240,0","9.305,0","9.306,0","9.225,0",,"-0,58%"
2006-07-19,"9.255,0","9.238,0","9.267,0","9.235,0",,"0,16%"
2006-07-20,"9.165,0","9.155,0","9.180,0","9.145,0",,"-0,97%"
2006-07-21,"9.146,0","9.124,0","9.179,0","9.124,0",,"-0,21%"
2006-07-24,"9.165,0","9.165,0","9.205,0","9.165,0",,"0,21%"
2006-07-25,"9.120,0","9.187,0","9.190,0","9.120,0",,"-0,49%"
2006-07-26,"9.120,0","9.130,0","9.155,0","9.090,0",,"0,00%"
2006-07-27,"9.070,0","9.050,0","9.091,0","9.050,0",,"-0,55%"
2006-07-28,"9.087,5","9.077,5","9.122,5","9.077,5",,"0,19%"
2006-07-31,"9.095,0","9.065,0","9.095,0","9.055,0",,"0,08%"
2006-08-01,"9.095,0","9.080,0","9.126,0","9.080,0",,"0,00%"
2006-08-02,"9.110,0","9.105,0","9.125,0","9.095,0",,"0,16%"
2006-08-03,"9.090,0","9.110,0","9.155,0","9.090,0",,"-0,22%"
2006-08-04,"9.084,5","9.092,5","9.107,5","9.077,5",,"-0,06%"
2006-08-07,"9.070,0","9.050,0","9.075,0","9.050,0",,"-0,16%"
2006-08-08,"9.085,0","9.080,0","9.111,0","9.065,0",,"0,17%"
2006-08-09,"9.090,0","9.110,0","9.120,0","9.090,0",,"0,06%"
2006-08-10,"9.085,0","9.085,0","9.103,0","9.050,0",,"-0,06%"
2006-08-11,"9.074,0","9.044,0","9.084,0","9.044,0",,"-0,12%"
2006-08-14,"9.090,0","9.085,0","9.117,0","9.085,0",,"0,18%"
2006-08-15,"9.095,5","9.096,5","9.104,5","9.086,5",,"0,06%"
2006-08-16,"9.092,5","9.087,5","9.103,5","9.062,5",,"-0,03%"
2006-08-17,"9.092,5","9.092,5","9.092,5","9.092,5",,"0,00%"
2006-08-18,"9.065,5","9.072,5","9.077,5","9.052,5",,"-0,30%"
2006-08-21,"9.065,5","9.065,5","9.065,5","9.065,5",,"0,00%"
2006-08-22,"9.070,5","9.067,5","9.081,5","9.035,5",,"0,06%"
2006-08-23,"9.099,5","9.072,5","9.122,5","9.068,5",,"0,32%"
2006-08-24,"9.145,0","9.145,0","9.170,0","9.090,0",,"0,50%"
2006-08-25,"9.135,0","9.163,0","9.163,0","9.131,0",,"-0,11%"
2006-08-28,"9.135,0","9.150,0","9.160,0","9.135,0",,"0,00%"
2006-08-29,"9.090,0","9.125,0","9.130,0","9.075,0",,"-0,49%"
2006-08-30,"9.116,0","9.090,0","9.135,0","9.085,0",,"0,29%"
2006-08-31,"9.117,0","9.122,0","9.132,0","9.105,0",,"0,01%"
2006-09-01,"9.096,0","9.092,0","9.100,0","9.080,0",,"-0,23%"
2006-09-04,"9.082,5","9.080,5","9.087,5","9.067,5",,"-0,15%"
2006-09-05,"9.120,0","9.080,0","9.120,0","9.075,0",,"0,41%"
2006-09-06,"9.120,0","9.095,0","9.125,0","9.085,0",,"0,00%"
2006-09-07,"9.105,0","9.100,0","9.113,0","9.090,0",,"-0,16%"
2006-09-08,"9.135,0","9.105,0","9.140,0","9.100,0",,"0,33%"
2006-09-11,"9.130,0","9.140,0","9.165,0","9.125,0",,"-0,05%"
2006-09-12,"9.165,0","9.155,0","9.176,0","9.127,0",,"0,38%"
2006-09-13,"9.170,0","9.165,0","9.175,0","9.125,0",,"0,05%"
2006-09-14,"9.130,0","9.115,0","9.165,0","9.105,0",,"-0,44%"
2006-09-15,"9.120,0","9.145,0","9.155,0","9.117,0",,"-0,11%"
2006-09-18,"9.145,0","9.127,0","9.153,0","9.095,0",,"0,27%"
2006-09-19,"9.160,0","9.145,0","9.175,0","9.100,0",,"0,16%"
2006-09-20,"9.160,0","9.170,0","9.220,0","9.160,0",,"0,00%"
2006-09-21,"9.165,0","9.183,0","9.183,0","9.145,0",,"0,05%"
2006-09-22,"9.200,0","9.175,0","9.215,0","9.155,0",,"0,38%"
2006-09-25,"9.245,0","9.185,0","9.255,0","9.185,0",,"0,49%"
2006-09-26,"9.230,0","9.270,0","9.270,0","9.213,0",,"-0,16%"
2006-09-27,"9.210,0","9.215,0","9.221,0","9.195,0",,"-0,22%"
2006-09-28,"9.217,5","9.210,5","9.250,5","9.210,5",,"0,08%"
2006-09-29,"9.205,0","9.255,0","9.256,0","9.205,0",,"-0,14%"
2006-10-02,"9.190,0","9.220,0","9.243,0","9.190,0",,"-0,16%"
2006-10-03,"9.177,5","9.192,5","9.217,5","9.177,5",,"-0,14%"
2006-10-04,"9.215,0","9.210,0","9.226,0","9.209,0",,"0,41%"
2006-10-05,"9.208,0","9.215,0","9.230,0","9.208,0",,"-0,08%"
2006-10-06,"9.207,5","9.202,5","9.212,5","9.197,5",,"-0,01%"
2006-10-09,"9.228,0","9.227,0","9.234,0","9.212,0",,"0,22%"
2006-10-10,"9.224,5","9.217,5","9.244,5","9.204,5",,"-0,04%"
2006-10-11,"9.220,0","9.230,0","9.233,0","9.208,0",,"-0,05%"
2006-10-12,"9.215,0","9.225,0","9.231,0","9.215,0",,"-0,05%"
2006-10-13,"9.208,0","9.220,0","9.225,0","9.203,0",,"-0,08%"
2006-10-16,"9.197,0","9.210,0","9.220,0","9.160,0",,"-0,12%"
2006-10-17,"9.155,0","9.160,0","9.170,0","9.145,0",,"-0,46%"
2006-10-18,"9.150,0","9.160,0","9.190,0","9.150,0",,"-0,05%"
2006-10-19,"9.140,0","9.165,0","9.175,0","9.140,0",,"-0,11%"
2006-10-20,"9.130,0","9.155,0","9.190,0","9.130,0",,"-0,11%"
2006-10-23,"9.165,0","9.160,0","9.165,0","9.160,0",,"0,38%"
2006-10-24,"9.130,0","9.135,0","9.135,0","9.130,0",,"-0,38%"
2006-10-25,"9.165,5","9.127,5","9.167,5","9.127,5",,"0,39%"
2006-10-26,"9.163,0","9.115,0","9.168,0","9.100,0",,"-0,03%"
2006-10-27,"9.100,0","9.115,0","9.115,0","9.085,0",,"-0,69%"
2006-10-30,"9.102,5","9.106,5","9.116,5","9.082,5",,"0,03%"
2006-10-31,"9.094,0","9.110,0","9.128,0","9.094,0",,"-0,09%"
2006-11-01,"9.091,0","9.095,0","9.120,0","9.090,0",,"-0,03%"
2006-11-02,"9.104,5","9.117,5","9.125,5","9.093,5",,"0,15%"
2006-11-03,"9.110,0","9.115,0","9.125,0","9.102,0",,"0,06%"
2006-11-06,"9.130,0","9.125,0","9.143,0","9.110,0",,"0,22%"
2006-11-07,"9.140,0","9.140,0","9.141,0","9.090,0",,"0,11%"
2006-11-08,"9.110,0","9.120,0","9.126,0","9.080,0",,"-0,33%"
2006-11-09,"9.123,0","9.110,0","9.125,0","9.105,0",,"0,14%"
2006-11-10,"9.115,0","9.120,0","9.122,0","9.095,0",,"-0,09%"
2006-11-13,"9.128,0","9.120,0","9.152,0","9.105,0",,"0,14%"
2006-11-14,"9.128,0","9.130,0","9.155,0","9.128,0",,"0,00%"
2006-11-15,"9.192,0","9.133,0","9.192,0","9.110,0",,"0,70%"
2006-11-16,"9.155,5","9.180,5","9.222,5","9.146,5",,"-0,40%"
2006-11-17,"9.175,0","9.165,0","9.192,0","9.165,0",,"0,21%"
2006-11-20,"9.161,0","9.160,0","9.175,0","9.145,0",,"-0,15%"
2006-11-21,"9.150,0","9.160,0","9.161,0","9.145,0",,"-0,12%"
2006-11-22,"9.140,0","9.152,0","9.160,0","9.132,0",,"-0,11%"
2006-11-23,"9.130,5","9.112,5","9.134,5","9.112,5",,"-0,10%"
2006-11-24,"9.145,0","9.145,0","9.177,0","9.125,0",,"0,16%"
2006-11-27,"9.140,0","9.140,0","9.146,0","9.135,0",,"-0,05%"
2006-11-28,"9.179,0","9.152,0","9.195,0","9.142,0",,"0,43%"
2006-11-29,"9.170,0","9.178,0","9.180,0","9.117,0",,"-0,10%"
2006-11-30,"9.165,0","9.165,0","9.175,0","9.165,0",,"-0,05%"
2006-12-01,"9.170,0","9.155,0","9.182,0","9.130,0",,"0,05%"
2006-12-04,"9.147,5","9.173,5","9.182,5","9.147,5",,"-0,25%"
2006-12-05,"9.110,0","9.155,0","9.158,0","9.110,0",,"-0,41%"
2006-12-06,"9.115,0","9.110,0","9.127,0","9.104,0",,"0,05%"
2006-12-07,"9.110,0","9.115,0","9.120,0","9.075,0",,"-0,05%"
2006-12-08,"9.100,0","9.111,0","9.111,0","9.049,0",,"-0,11%"
2006-12-11,"9.091,0","9.095,0","9.117,0","9.090,0",,"-0,10%"
2006-12-12,"9.070,0","9.080,0","9.086,0","9.067,0",,"-0,23%"
2006-12-13,"9.070,0","9.070,0","9.085,0","9.070,0",,"0,00%"
2006-12-14,"9.070,0","9.078,0","9.089,0","9.068,0",,"0,00%"
2006-12-15,"9.082,5","9.120,5","9.120,5","9.073,5",,"0,14%"
2006-12-18,"9.090,0","9.073,0","9.095,0","9.073,0",,"0,08%"
2006-12-19,"9.140,0","9.105,0","9.193,0","9.100,0",,"0,55%"
2006-12-20,"9.127,5","9.142,5","9.142,5","9.094,5",,"-0,14%"
2006-12-21,"9.065,5","9.092,5","9.117,5","9.057,5",,"-0,68%"
2006-12-22,"9.080,0","9.070,0","9.105,0","9.025,0",,"0,16%"
2006-12-25,"9.080,0","9.080,0","9.080,0","9.080,0",,"0,00%"
2006-12-26,"9.082,0","9.080,0","9.087,0","9.030,0",,"0,02%"
2006-12-27,"9.075,0","9.085,0","9.085,0","9.040,0",,"-0,08%"
2006-12-28,"9.040,0","9.035,0","9.042,0","9.010,0",,"-0,39%"
2006-12-29,"8.993,5","9.037,5","9.037,5","8.982,5",,"-0,51%"
2007-01-01,"8.993,5","8.993,5","8.993,5","8.993,5",,"0,00%"
2007-01-02,"8.990,0","8.983,0","9.003,0","8.938,0",,"-0,04%"
2007-01-03,"8.965,0","8.980,0","8.992,0","8.960,0",,"-0,28%"
2007-01-04,"9.000,0","8.985,0","9.021,0","8.980,0",,"0,39%"
2007-01-05,"9.015,0","9.000,0","9.030,0","8.995,0",,"0,17%"
2007-01-08,"9.040,0","9.013,0","9.055,0","9.013,0",,"0,28%"
2007-01-09,"9.035,0","9.037,0","9.040,0","9.010,0",,"-0,06%"
2007-01-10,"9.074,5","9.047,5","9.092,5","9.047,5",,"0,44%"
2007-01-11,"9.120,5","9.027,5","9.141,5","9.027,5",,"0,51%"
2007-01-12,"9.122,0","9.130,0","9.186,0","9.120,0",,"0,02%"
2007-01-15,"9.115,0","9.108,0","9.120,0","9.103,0",,"-0,08%"
2007-01-16,"9.077,5","9.112,5","9.127,5","9.073,5",,"-0,41%"
2007-01-17,"9.107,5","9.072,5","9.122,5","9.072,5",,"0,33%"
2007-01-18,"9.102,0","9.110,0","9.110,0","9.090,0",,"-0,06%"
2007-01-19,"9.084,0","9.100,0","9.102,0","9.075,0",,"-0,20%"
2007-01-22,"9.078,0","9.078,0","9.095,0","9.075,0",,"-0,07%"
2007-01-23,"9.085,0","9.092,0","9.120,0","9.078,0",,"0,08%"
2007-01-24,"9.065,0","9.090,0","9.095,0","9.055,0",,"-0,22%"
2007-01-25,"9.050,0","9.075,0","9.115,0","9.050,0",,"-0,17%"
2007-01-26,"9.117,5","9.107,5","9.135,5","9.107,5",,"0,75%"
2007-01-29,"9.115,5","9.127,5","9.147,5","9.112,5",,"-0,02%"
2007-01-30,"9.112,5","9.122,5","9.127,5","9.090,5",,"-0,03%"
2007-01-31,"9.100,0","9.105,0","9.107,0","9.085,0",,"-0,14%"
2007-02-01,"9.081,5","9.072,5","9.091,5","9.072,5",,"-0,20%"
2007-02-02,"9.077,0","9.073,0","9.080,0","9.072,0",,"-0,05%"
2007-02-05,"9.065,0","9.080,0","9.090,0","9.065,0",,"-0,13%"
2007-02-06,"9.054,0","9.058,0","9.065,0","9.044,0",,"-0,12%"
2007-02-07,"9.038,5","9.056,5","9.056,5","9.035,5",,"-0,17%"
2007-02-08,"9.055,0","9.040,0","9.062,0","9.038,0",,"0,18%"
2007-02-09,"9.052,5","9.052,5","9.059,5","9.047,5",,"-0,03%"
2007-02-12,"9.043,5","9.047,5","9.057,5","9.039,5",,"-0,10%"
2007-02-13,"9.075,0","9.051,0","9.079,0","9.051,0",,"0,35%"
2007-02-14,"9.075,0","9.075,0","9.082,0","9.063,0",,"0,00%"
2007-02-15,"9.037,0","9.050,0","9.055,0","9.037,0",,"-0,42%"
2007-02-16,"9.050,0","9.043,0","9.055,0","9.035,0",,"0,14%"
2007-02-19,"9.074,0","9.044,0","9.082,0","9.044,0",,"0,27%"
2007-02-20,"9.062,5","9.072,5","9.080,5","9.060,5",,"-0,13%"
2007-02-21,"9.069,0","9.063,0","9.076,0","9.063,0",,"0,07%"
2007-02-22,"9.081,0","9.075,0","9.095,0","9.071,0",,"0,13%"
2007-02-23,"9.079,5","9.082,5","9.089,5","9.071,5",,"-0,02%"
2007-02-26,"9.067,5","9.075,5","9.075,5","9.064,5",,"-0,13%"
2007-02-27,"9.092,5","9.067,5","9.097,5","9.065,5",,"0,28%"
2007-02-28,"9.131,5","9.098,5","9.198,5","9.098,5",,"0,43%"
2007-03-01,"9.152,5","9.142,5","9.155,5","9.119,5",,"0,23%"
2007-03-02,"9.167,5","9.157,5","9.189,5","9.157,5",,"0,16%"
2007-03-05,"9.255,0","9.195,0","9.265,0","9.180,0",,"0,95%"
2007-03-06,"9.220,0","9.235,0","9.240,0","9.195,0",,"-0,38%"
2007-03-07,"9.210,0","9.202,0","9.220,0","9.189,0",,"-0,11%"
2007-03-08,"9.175,0","9.205,0","9.220,0","9.172,0",,"-0,38%"
2007-03-09,"9.176,0","9.169,0","9.187,0","9.162,0",,"0,01%"
2007-03-12,"9.172,5","9.167,5","9.180,5","9.162,5",,"-0,04%"
2007-03-13,"9.215,0","9.170,0","9.223,0","9.170,0",,"0,46%"
2007-03-14,"9.219,5","9.232,5","9.248,5","9.212,5",,"0,05%"
2007-03-15,"9.225,0","9.210,0","9.230,0","9.200,0",,"0,06%"
2007-03-16,"9.225,0","9.225,0","9.229,0","9.213,0",,"0,00%"
2007-03-19,"9.235,0","9.235,0","9.235,0","9.235,0",,"0,11%"
2007-03-20,"9.155,0","9.215,0","9.215,0","9.155,0",,"-0,87%"
2007-03-21,"9.135,0","9.145,0","9.157,0","9.125,0",,"-0,22%"
2007-03-22,"9.106,5","9.112,5","9.112,5","9.072,5",,"-0,31%"
2007-03-23,"9.110,0","9.110,0","9.135,0","9.104,0",,"0,04%"
2007-03-26,"9.105,0","9.110,0","9.115,0","9.093,0",,"-0,05%"
2007-03-27,"9.120,5","9.100,5","9.127,5","9.100,5",,"0,17%"
2007-03-28,"9.150,0","9.135,0","9.160,0","9.125,0",,"0,32%"
2007-03-29,"9.126,0","9.169,0","9.169,0","9.109,0",,"-0,26%"
2007-03-30,"9.120,0","9.115,0","9.140,0","9.115,0",,"-0,07%"
2007-04-02,"9.125,0","9.115,0","9.125,0","9.107,0",,"0,05%"
2007-04-03,"9.095,0","9.111,0","9.127,0","9.086,0",,"-0,33%"
2007-04-04,"9.126,0","9.095,0","9.126,0","9.095,0",,"0,34%"
2007-04-05,"9.100,0","9.115,0","9.127,0","9.094,0",,"-0,28%"
2007-04-06,"9.100,0","9.100,0","9.100,0","9.100,0",,"0,00%"
2007-04-09,"9.095,0","9.105,0","9.107,0","9.087,0",,"-0,05%"
2007-04-10,"9.105,0","9.092,0","9.107,0","9.092,0",,"0,11%"
2007-04-11,"9.085,0","9.100,0","9.118,0","9.080,0",,"-0,22%"
2007-04-12,"9.113,0","9.102,0","9.120,0","9.090,0",,"0,31%"
2007-04-13,"9.095,0","9.113,0","9.118,0","9.090,0",,"-0,20%"
2007-04-16,"9.097,5","9.097,5","9.116,5","9.092,5",,"0,03%"
2007-04-17,"9.090,0","9.095,0","9.096,0","9.085,0",,"-0,08%"
2007-04-18,"9.091,0","9.085,0","9.091,0","9.064,0",,"0,01%"
2007-04-19,"9.102,5","9.077,5","9.114,5","9.072,5",,"0,13%"
2007-04-20,"9.096,0","9.100,0","9.103,0","9.083,0",,"-0,07%"
2007-04-23,"9.093,0","9.090,0","9.101,0","9.086,0",,"-0,03%"
2007-04-24,"9.088,0","9.090,0","9.103,0","9.085,0",,"-0,05%"
2007-04-25,"9.090,0","9.090,0","9.095,0","9.065,0",,"0,02%"
2007-04-26,"9.070,0","9.085,0","9.090,0","9.070,0",,"-0,22%"
2007-04-27,"9.077,5","9.082,5","9.097,5","9.067,5",,"0,08%"
2007-04-30,"9.088,0","9.075,0","9.091,0","9.075,0",,"0,12%"
2007-05-01,"9.078,0","9.085,0","9.102,0","9.078,0",,"-0,11%"
2007-05-02,"9.075,0","9.080,0","9.090,0","9.068,0",,"-0,03%"
2007-05-03,"9.026,5","9.077,5","9.080,5","9.026,5",,"-0,53%"
2007-05-04,"8.953,0","9.029,0","9.050,0","8.953,0",,"-0,81%"
2007-05-07,"8.860,0","8.976,0","8.976,0","8.860,0",,"-1,04%"
2007-05-08,"8.889,5","8.877,5","8.922,5","8.862,5",,"0,33%"
2007-05-09,"8.815,0","8.890,0","8.928,0","8.810,0",,"-0,84%"
2007-05-10,"8.765,0","8.785,0","8.790,0","8.735,0",,"-0,57%"
2007-05-11,"8.870,0","8.775,0","8.895,0","8.775,0",,"1,20%"
2007-05-14,"8.800,0","8.855,0","8.855,0","8.770,0",,"-0,79%"
2007-05-15,"8.805,0","8.785,0","8.830,0","8.780,0",,"0,06%"
2007-05-16,"8.795,0","8.795,0","8.835,0","8.775,0",,"-0,11%"
2007-05-17,"8.795,0","8.790,0","8.795,0","8.790,0",,"0,00%"
2007-05-18,"8.820,0","8.814,0","8.840,0","8.799,0",,"0,28%"
2007-05-21,"8.756,0","8.805,0","8.805,0","8.742,0",,"-0,73%"
2007-05-22,"8.679,0","8.756,0","8.756,0","8.669,0",,"-0,88%"
2007-05-23,"8.710,0","8.665,0","8.717,0","8.645,0",,"0,36%"
2007-05-24,"8.740,0","8.700,0","8.775,0","8.690,0",,"0,34%"
2007-05-25,"8.750,0","8.745,0","8.845,0","8.725,0",,"0,11%"
2007-05-28,"8.743,0","8.738,0","8.751,0","8.688,0",,"-0,08%"
2007-05-29,"8.815,0","8.745,0","8.820,0","8.732,0",,"0,82%"
2007-05-30,"8.840,0","8.820,0","8.855,0","8.790,0",,"0,28%"
2007-05-31,"8.827,0","8.820,0","8.842,0","8.805,0",,"-0,15%"
2007-06-01,"8.827,0","8.827,0","8.827,0","8.827,0",,"0,00%"
2007-06-04,"8.775,0","8.835,0","8.835,0","8.760,0",,"-0,59%"
2007-06-05,"8.795,0","8.765,0","8.815,0","8.765,0",,"0,23%"
2007-06-06,"8.905,0","8.805,0","8.915,0","8.805,0",,"1,25%"
2007-06-07,"8.875,0","8.915,0","8.950,0","8.860,0",,"-0,34%"
2007-06-08,"9.105,0","8.885,0","9.115,0","8.885,0",,"2,59%"
2007-06-11,"9.075,0","9.085,0","9.115,0","9.005,0",,"-0,33%"
2007-06-12,"8.980,0","9.065,0","9.065,0","8.973,0",,"-1,05%"
2007-06-13,"9.083,0","8.990,0","9.115,0","8.990,0",,"1,15%"
2007-06-14,"9.070,0","9.075,0","9.085,0","9.020,0",,"-0,14%"
2007-06-15,"9.045,0","9.065,0","9.075,0","9.045,0",,"-0,28%"
2007-06-18,"8.900,0","9.040,0","9.055,0","8.895,0",,"-1,60%"
2007-06-19,"8.925,0","8.885,0","8.945,0","8.870,0",,"0,28%"
2007-06-20,"8.945,0","8.915,0","8.951,0","8.880,0",,"0,22%"
2007-06-21,"9.015,0","8.955,0","9.020,0","8.955,0",,"0,78%"
2007-06-22,"9.005,0","9.015,0","9.035,0","8.985,0",,"-0,11%"
2007-06-25,"9.035,0","9.010,0","9.040,0","9.005,0",,"0,33%"
2007-06-26,"9.082,0","9.050,0","9.085,0","9.035,0",,"0,52%"
2007-06-27,"9.133,0","9.095,0","9.150,0","9.095,0",,"0,56%"
2007-06-28,"9.077,0","9.125,0","9.125,0","9.045,0",,"-0,61%"
2007-06-29,"9.035,0","9.070,0","9.070,0","9.035,0",,"-0,46%"
2007-07-02,"9.015,0","9.015,0","9.025,0","8.990,0",,"-0,22%"
2007-07-03,"9.010,0","9.005,0","9.020,0","8.990,0",,"-0,06%"
2007-07-04,"9.007,5","9.011,5","9.039,5","8.996,5",,"-0,03%"
2007-07-05,"9.010,0","9.005,0","9.045,0","8.994,0",,"0,03%"
2007-07-06,"9.045,0","9.020,0","9.048,0","9.020,0",,"0,39%"
2007-07-09,"9.020,0","9.035,0","9.035,0","9.010,0",,"-0,28%"
2007-07-10,"8.995,0","9.025,0","9.025,0","8.989,0",,"-0,28%"
2007-07-11,"9.033,0","9.015,0","9.041,0","9.010,0",,"0,42%"
2007-07-12,"9.060,0","9.030,0","9.068,0","9.025,0",,"0,30%"
2007-07-13,"9.021,0","9.015,0","9.035,0","9.015,0",,"-0,43%"
2007-07-16,"9.045,0","9.025,0","9.055,0","9.020,0",,"0,27%"
2007-07-17,"9.055,0","9.030,0","9.066,0","9.030,0",,"0,11%"
2007-07-18,"9.100,0","9.060,0","9.145,0","9.060,0",,"0,50%"
2007-07-19,"9.090,0","9.105,0","9.133,0","9.090,0",,"-0,11%"
2007-07-20,"9.057,5","9.072,5","9.077,5","9.051,5",,"-0,36%"
2007-07-23,"9.075,0","9.065,0","9.105,0","9.064,0",,"0,19%"
2007-07-24,"9.042,5","9.067,5","9.074,5","9.037,5",,"-0,36%"
2007-07-25,"9.105,0","9.055,0","9.110,0","9.055,0",,"0,69%"
2007-07-26,"9.138,0","9.115,0","9.143,0","9.095,0",,"0,36%"
2007-07-27,"9.195,0","9.155,0","9.255,0","9.145,0",,"0,62%"
2007-07-30,"9.210,0","9.205,0","9.259,0","9.203,0",,"0,16%"
2007-07-31,"9.225,0","9.190,0","9.227,0","9.175,0",,"0,16%"
2007-08-01,"9.305,0","9.235,0","9.345,0","9.230,0",,"0,87%"
2007-08-02,"9.300,0","9.285,0","9.335,0","9.255,0",,"-0,05%"
2007-08-03,"9.273,0","9.285,0","9.295,0","9.260,0",,"-0,29%"
2007-08-06,"9.300,0","9.285,0","9.360,0","9.285,0",,"0,29%"
2007-08-07,"9.335,0","9.285,0","9.340,0","9.270,0",,"0,38%"
2007-08-08,"9.294,5","9.327,5","9.340,5","9.282,5",,"-0,43%"
2007-08-09,"9.330,0","9.290,0","9.330,0","9.250,0",,"0,38%"
2007-08-10,"9.347,5","9.332,5","9.367,5","9.327,5",,"0,19%"
2007-08-13,"9.342,5","9.362,5","9.367,5","9.332,5",,"-0,05%"
2007-08-14,"9.355,0","9.350,0","9.370,0","9.350,0",,"0,13%"
2007-08-15,"9.426,0","9.364,0","9.434,0","9.364,0",,"0,76%"
2007-08-16,"9.475,0","9.435,0","9.487,0","9.435,0",,"0,52%"
2007-08-17,"9.430,0","9.475,0","9.475,0","9.475,0",,"-0,47%"
2007-08-20,"9.390,0","9.470,0","9.470,0","9.385,0",,"-0,42%"
2007-08-21,"9.440,0","9.405,0","9.455,0","9.405,0",,"0,53%"
2007-08-22,"9.395,0","9.450,0","9.460,0","9.385,0",,"-0,48%"
2007-08-23,"9.353,0","9.400,0","9.402,0","9.345,0",,"-0,45%"
